,id,tag
0,585198,拜登
1,523051,NBA
2,496396,NBA
3,543351,拜登
4,486685,拜登
5,598742,拜登
6,575750,拜登
7,563532,NBA
8,615304,新盤市況
9,575465,拜登
10,536336,NBA
11,577503,拜登
12,529839,NBA
13,557054,新盤市況
14,485213,NBA
15,418689,NBA
16,442759,拜登
17,576642,拜登
18,592697,拜登
19,512141,拜登
20,509685,新盤市況
21,482632,新盤市況
22,594022,新盤市況
23,613928,拜登
24,545502,拜登
25,447692,新盤市況
26,587595,拜登
27,543918,拜登
28,490966,NBA
29,478219,拜登
30,460267,NBA
31,424711,NBA
32,577400,拜登
33,511504,NBA
34,544321,拜登
35,613210,拜登
36,548964,新盤市況
37,491893,NBA
38,501740,新盤市況
39,453445,NBA
40,518128,拜登
41,448327,拜登
42,530644,新盤市況
43,604500,拜登
44,489626,拜登
45,583386,拜登
46,544018,新盤市況
47,611278,NBA
48,555986,拜登
49,467422,NBA
50,527030,拜登
51,574769,拜登
52,584553,拜登
53,536314,NBA
54,446886,NBA
55,565532,NBA
56,615968,拜登
57,584133,拜登
58,588805,拜登
59,614893,拜登
60,513724,NBA
61,533203,NBA
62,539726,新盤市況
63,443570,拜登
64,477649,新盤市況
65,487725,拜登
66,531189,拜登
67,612633,拜登
68,522689,拜登
69,507591,NBA
70,597974,NBA
71,601793,拜登
72,472164,新盤市況
73,537724,新盤市況
74,575509,新盤市況
75,542840,NBA
76,479339,NBA
77,458777,拜登
78,548044,拜登
79,581229,新盤市況
80,512307,NBA
81,542731,拜登
82,556228,新盤市況
83,418870,新盤市況
84,591084,拜登
85,577169,拜登
86,526900,拜登
87,578641,新盤市況
88,509612,NBA
89,558998,新盤市況
90,591377,拜登
91,578312,NBA
92,539056,新盤市況
93,428682,NBA
94,546270,拜登
95,527710,拜登
96,554619,新盤市況
97,601396,拜登
98,497821,新盤市況
99,428101,新盤市況
100,504343,新盤市況
101,509978,NBA
102,468072,新盤市況
103,574203,拜登
104,572913,NBA
105,427609,NBA
106,483559,拜登
107,580246,拜登
108,590085,拜登
109,474891,NBA
110,556082,拜登
111,613576,新盤市況
112,558197,NBA
113,535616,NBA
114,560218,拜登
115,534700,拜登
116,487644,NBA
117,606225,新盤市況
118,511634,新盤市況
119,433023,拜登
120,594931,拜登
121,529579,新盤市況
122,575376,NBA
123,582286,拜登
124,571035,新盤市況
125,580952,新盤市況
126,613468,拜登
127,501944,拜登
128,443204,拜登
129,418705,新盤市況
130,576256,拜登
131,592715,NBA
132,417369,NBA
133,611406,拜登
134,448657,新盤市況
135,607252,拜登
136,583377,拜登
137,541234,拜登
138,590784,新盤市況
139,587209,拜登
140,602621,拜登
141,539901,拜登
142,549437,拜登
143,551707,新盤市況
144,609821,拜登
145,594678,拜登
146,577317,新盤市況
147,617004,拜登
148,524339,拜登
149,546244,拜登
150,554006,拜登
151,613315,拜登
152,532658,拜登
153,522928,拜登
154,546620,拜登
155,551306,拜登
156,535625,拜登
157,510330,拜登
158,547641,拜登
159,468665,NBA
160,577789,拜登
161,547645,拜登
162,547021,拜登
163,515726,拜登
164,597677,拜登
165,569993,拜登
166,510126,拜登
167,573090,拜登
168,546090,拜登
169,445675,拜登
170,504673,拜登
171,580147,新盤市況
172,498827,拜登
173,470788,拜登
174,558324,拜登
175,472442,新盤市況
176,577174,拜登
177,546092,拜登
178,601055,拜登
179,527169,新盤市況
180,538293,新盤市況
181,589764,NBA
182,540378,拜登
183,530538,拜登
184,572498,NBA
185,493970,新盤市況
186,504404,NBA
187,590570,拜登
188,576289,拜登
189,576033,拜登
190,559929,拜登
191,528320,拜登
192,583426,拜登
193,586903,拜登
194,558945,NBA
195,591085,拜登
196,571916,NBA
197,612521,新盤市況
198,539998,拜登
199,523000,拜登
200,579236,拜登
201,607890,拜登
202,572308,NBA
203,616099,NBA
204,575545,拜登
205,575193,拜登
206,593279,拜登
207,478503,NBA
208,549199,拜登
209,517946,拜登
210,480087,拜登
211,589886,拜登
212,485608,拜登
213,541000,拜登
214,468407,NBA
215,551744,拜登
216,426882,NBA
217,509971,拜登
218,546197,拜登
219,552699,NBA
220,558935,拜登
221,552639,拜登
222,445865,拜登
223,521368,拜登
224,546462,拜登
225,514155,新盤市況
226,529543,NBA
227,569674,NBA
228,512503,新盤市況
229,545240,拜登
230,575692,拜登
231,606651,拜登
232,619237,拜登
233,428722,NBA
234,540875,拜登
235,493578,NBA
236,472670,拜登
237,546333,拜登
238,551075,拜登
239,575472,拜登
240,556583,NBA
241,606846,新盤市況
242,515304,拜登
243,619880,新盤市況
244,449433,NBA
245,600668,NBA
246,555419,拜登
247,504363,拜登
248,548585,拜登
249,522861,NBA
250,581290,拜登
251,545711,拜登
252,566735,拜登
253,545636,拜登
254,560299,新盤市況
255,564983,NBA
256,547802,拜登
257,546889,拜登
258,547277,拜登
259,491769,新盤市況
260,515540,NBA
261,562563,NBA
262,556146,拜登
263,597952,拜登
264,617460,拜登
265,447749,NBA
266,530874,拜登
267,582089,NBA
268,572559,拜登
269,534764,新盤市況
270,475062,新盤市況
271,429789,新盤市況
272,548593,拜登
273,546210,拜登
274,579039,新盤市況
275,534532,NBA
276,556303,拜登
277,466348,拜登
278,585135,新盤市況
279,612809,拜登
280,520663,NBA
281,545732,拜登
282,613664,拜登
283,585672,新盤市況
284,557290,新盤市況
285,576536,拜登
286,451081,拜登
287,516843,NBA
288,484176,NBA
289,554330,拜登
290,455056,NBA
291,571277,新盤市況
292,602401,拜登
293,573416,拜登
294,434584,NBA
295,559020,新盤市況
296,530883,新盤市況
297,547135,拜登
298,446380,NBA
299,576770,拜登
300,599338,拜登
301,586474,拜登
302,584199,拜登
303,586342,NBA
304,618692,拜登
305,552400,拜登
306,583911,拜登
307,433138,NBA
308,538717,拜登
309,590586,拜登
310,550196,拜登
311,576876,拜登
312,599378,NBA
313,597935,拜登
314,570750,新盤市況
315,598363,拜登
316,443177,NBA
317,576843,拜登
318,584740,NBA
319,568962,拜登
320,607133,NBA
321,551994,拜登
322,416984,新盤市況
323,589268,NBA
324,441216,NBA
325,584021,新盤市況
326,462379,新盤市況
327,598661,拜登
328,569465,拜登
329,598250,拜登
330,590445,拜登
331,617655,拜登
332,484696,拜登
333,614845,拜登
334,601614,拜登
335,557093,新盤市況
336,537035,新盤市況
337,593285,拜登
338,587136,拜登
339,551372,拜登
340,613002,拜登
341,493542,拜登
342,578530,拜登
343,461239,拜登
344,531935,NBA
345,611928,拜登
346,554322,新盤市況
347,551662,拜登
348,578954,NBA
349,490962,新盤市況
350,560376,拜登
351,593714,新盤市況
352,578753,拜登
353,526878,拜登
354,587390,拜登
355,538032,NBA
356,594430,NBA
357,603378,拜登
358,584159,拜登
359,578190,拜登
360,566636,新盤市況
361,426867,NBA
362,475459,新盤市況
363,590226,拜登
364,536454,拜登
365,428280,新盤市況
366,479062,新盤市況
367,563296,拜登
368,554701,拜登
369,544798,拜登
370,540909,拜登
371,593845,新盤市況
372,426920,NBA
373,460561,拜登
374,541830,拜登
375,610803,NBA
376,609568,拜登
377,481641,新盤市況
378,538590,拜登
379,546571,拜登
380,579685,NBA
381,532685,NBA
382,542825,拜登
383,524923,NBA
384,525593,新盤市況
385,508545,新盤市況
386,512392,NBA
387,580518,新盤市況
388,448199,拜登
389,507206,NBA
390,541462,拜登
391,619384,拜登
392,600157,拜登
393,546018,拜登
394,616613,拜登
395,548692,拜登
396,595390,新盤市況
397,576613,新盤市況
398,539093,拜登
399,586698,拜登
400,544405,拜登
401,449483,拜登
402,457927,NBA
403,616676,拜登
404,546122,拜登
405,544530,拜登
406,459108,新盤市況
407,581018,拜登
408,523015,新盤市況
409,616201,拜登
410,561667,拜登
411,608992,新盤市況
412,545412,新盤市況
413,558021,NBA
414,616696,拜登
415,448850,拜登
416,612774,拜登
417,578245,拜登
418,539457,拜登
419,542724,拜登
420,546134,NBA
421,576809,新盤市況
422,539958,拜登
423,619774,拜登
424,507458,拜登
425,599629,拜登
426,599910,NBA
427,533501,拜登
428,588345,新盤市況
429,419652,NBA
430,513126,拜登
431,615395,拜登
432,556735,拜登
433,424250,新盤市況
434,445823,拜登
435,537125,拜登
436,510013,新盤市況
437,577660,新盤市況
438,605115,新盤市況
439,583291,拜登
440,588619,拜登
441,594613,拜登
442,599022,拜登
443,544093,拜登
444,607824,新盤市況
445,592802,拜登
446,557783,NBA
447,616633,拜登
448,614126,NBA
449,577980,拜登
450,574502,拜登
451,577404,拜登
452,573246,拜登
453,542949,拜登
454,545263,拜登
455,507660,新盤市況
456,458945,拜登
457,614793,拜登
458,599172,拜登
459,544930,拜登
460,556937,拜登
461,551697,新盤市況
462,539875,拜登
463,519549,新盤市況
464,553291,拜登
465,584019,新盤市況
466,502397,NBA
467,571846,拜登
468,501245,NBA
469,543126,拜登
470,607748,拜登
471,557847,拜登
472,544412,拜登
473,426853,NBA
474,572527,拜登
475,561764,拜登
476,532144,拜登
477,557087,拜登
478,597306,新盤市況
479,557089,NBA
480,586895,拜登
481,543271,拜登
482,538962,拜登
483,487746,NBA
484,570278,NBA
485,470234,新盤市況
486,580997,新盤市況
487,592667,NBA
488,542307,拜登
489,492901,拜登
490,477288,新盤市況
491,552919,拜登
492,444679,NBA
493,551335,拜登
494,546045,拜登
495,598388,NBA
496,509052,NBA
497,583150,拜登
498,435222,NBA
499,583327,拜登
500,552923,拜登
501,528729,NBA
502,548558,拜登
503,545784,拜登
504,483329,拜登
505,593993,拜登
506,559222,拜登
507,517088,NBA
508,615717,新盤市況
509,546633,拜登
510,586679,拜登
511,529066,NBA
512,519941,NBA
513,534869,拜登
514,568757,拜登
515,549694,新盤市況
516,511889,NBA
517,562564,拜登
518,610090,新盤市況
519,460045,NBA
520,446417,拜登
521,552464,拜登
522,594959,拜登
523,563307,拜登
524,537141,拜登
525,493848,新盤市況
526,523237,拜登
527,558464,NBA
528,595941,NBA
529,476545,NBA
530,517592,NBA
531,568229,新盤市況
532,475474,NBA
533,449437,拜登
534,592639,拜登
535,553196,拜登
536,588308,拜登
537,609754,拜登
538,589937,NBA
539,496795,NBA
540,616386,拜登
541,577969,NBA
542,516613,NBA
543,589541,新盤市況
544,601635,新盤市況
545,536179,新盤市況
546,579431,拜登
547,586318,拜登
548,599132,NBA
549,558735,新盤市況
550,534453,NBA
551,584993,拜登
552,573168,拜登
553,551073,拜登
554,421176,新盤市況
555,609624,拜登
556,595800,NBA
557,584926,拜登
558,419698,新盤市況
559,545976,拜登
560,546534,拜登
561,592155,拜登
562,609093,拜登
563,580318,拜登
564,443789,拜登
565,471706,新盤市況
566,529354,拜登
567,578912,拜登
568,613213,拜登
569,607779,拜登
570,540579,拜登
571,499762,拜登
572,557384,拜登
573,545831,新盤市況
574,540771,新盤市況
575,546769,拜登
576,614162,新盤市況
577,551593,拜登
578,543259,拜登
579,565148,新盤市況
580,554126,拜登
581,485205,拜登
582,567492,拜登
583,613433,拜登
584,546675,新盤市況
585,560307,拜登
586,520832,拜登
587,545623,拜登
588,556704,新盤市況
589,590249,新盤市況
590,575811,拜登
591,435660,NBA
592,597967,新盤市況
593,578264,拜登
594,550929,新盤市況
595,590828,拜登
596,546190,拜登
597,576930,拜登
598,546300,拜登
599,526042,拜登
600,544467,拜登
601,532967,新盤市況
602,591963,拜登
603,525693,拜登
604,616848,新盤市況
605,547836,拜登
606,539433,拜登
607,549635,拜登
608,548127,拜登
609,556138,新盤市況
610,604319,拜登
611,586508,拜登
612,543665,新盤市況
613,494962,新盤市況
614,556705,NBA
615,439236,NBA
616,472517,新盤市況
617,544983,拜登
618,450561,NBA
619,609674,新盤市況
620,614183,拜登
621,507175,新盤市況
622,582830,拜登
623,546374,拜登
624,539906,拜登
625,560242,新盤市況
626,479625,拜登
627,606240,拜登
628,576763,拜登
629,545933,NBA
630,619569,拜登
631,544335,拜登
632,542011,NBA
633,556364,拜登
634,597683,拜登
635,441799,拜登
636,508574,NBA
637,549626,拜登
638,513676,拜登
639,534368,NBA
640,595602,新盤市況
641,459078,拜登
642,546360,拜登
643,573479,拜登
644,569899,拜登
645,589130,拜登
646,532347,NBA
647,532305,拜登
648,612628,NBA
649,563350,拜登
650,542089,拜登
651,433665,拜登
652,557984,拜登
653,545345,拜登
654,482125,新盤市況
655,592315,NBA
656,438542,NBA
657,447451,新盤市況
658,517226,新盤市況
659,596521,新盤市況
660,549014,新盤市況
661,550028,拜登
662,546408,拜登
663,433511,NBA
664,531062,NBA
665,600966,新盤市況
666,598256,拜登
667,532300,NBA
668,580635,NBA
669,612456,新盤市況
670,583882,拜登
671,578062,拜登
672,568618,拜登
673,603216,拜登
674,576635,拜登
675,547495,拜登
676,579740,拜登
677,433653,拜登
678,588823,拜登
679,560531,拜登
680,536721,拜登
681,577632,新盤市況
682,617953,拜登
683,575908,新盤市況
684,575685,拜登
